Id,ActivityHour,Calories
1503960366,3/19/2016 9:00:00 PM,58
1503960366,3/19/2016 10:00:00 PM,97
1503960366,3/19/2016 11:00:00 PM,234
1503960366,3/20/2016 12:00:00 AM,64
1503960366,3/20/2016 1:00:00 AM,49
1503960366,3/20/2016 2:00:00 AM,48
1503960366,3/20/2016 3:00:00 AM,48
1503960366,3/20/2016 4:00:00 AM,48
1503960366,3/20/2016 5:00:00 AM,48
1503960366,3/20/2016 6:00:00 AM,48
1503960366,3/20/2016 7:00:00 AM,48
1503960366,3/20/2016 8:00:00 AM,48
1503960366,3/20/2016 9:00:00 AM,119
1503960366,3/20/2016 10:00:00 AM,294
1503960366,3/20/2016 11:00:00 AM,121
1503960366,3/20/2016 12:00:00 PM,82
1503960366,3/20/2016 1:00:00 PM,80
1503960366,3/20/2016 2:00:00 PM,96
1503960366,3/20/2016 3:00:00 PM,109
1503960366,3/20/2016 4:00:00 PM,116
1503960366,3/20/2016 5:00:00 PM,142
1503960366,3/20/2016 6:00:00 PM,104
1503960366,3/20/2016 7:00:00 PM,109
1503960366,3/20/2016 8:00:00 PM,76
1503960366,3/20/2016 9:00:00 PM,55
1503960366,3/20/2016 10:00:00 PM,57
1503960366,3/20/2016 11:00:00 PM,87
1503960366,3/21/2016 12:00:00 AM,58
1503960366,3/21/2016 1:00:00 AM,48
1503960366,3/21/2016 2:00:00 AM,48
1503960366,3/21/2016 3:00:00 AM,50
1503960366,3/21/2016 4:00:00 AM,48
1503960366,3/21/2016 5:00:00 AM,48
1503960366,3/21/2016 6:00:00 AM,48
1503960366,3/21/2016 7:00:00 AM,56
1503960366,3/21/2016 8:00:00 AM,116
1503960366,3/21/2016 9:00:00 AM,104
1503960366,3/21/2016 10:00:00 AM,79
1503960366,3/21/2016 11:00:00 AM,82
1503960366,3/21/2016 12:00:00 PM,142
1503960366,3/21/2016 1:00:00 PM,67
1503960366,3/21/2016 2:00:00 PM,79
1503960366,3/21/2016 3:00:00 PM,83
1503960366,3/21/2016 4:00:00 PM,83
1503960366,3/21/2016 5:00:00 PM,99
1503960366,3/21/2016 6:00:00 PM,132
1503960366,3/21/2016 7:00:00 PM,79
1503960366,3/21/2016 8:00:00 PM,67
1503960366,3/21/2016 9:00:00 PM,70
1503960366,3/21/2016 10:00:00 PM,81
1503960366,3/21/2016 11:00:00 PM,79
1503960366,3/22/2016 12:00:00 AM,47
1503960366,3/22/2016 1:00:00 AM,47
1503960366,3/22/2016 2:00:00 AM,47
1503960366,3/22/2016 3:00:00 AM,47
1503960366,3/22/2016 4:00:00 AM,47
1503960366,3/22/2016 5:00:00 AM,47
1503960366,3/22/2016 6:00:00 AM,47
1503960366,3/22/2016 7:00:00 AM,47
1503960366,3/22/2016 8:00:00 AM,50
1503960366,3/22/2016 9:00:00 AM,135
1503960366,3/22/2016 10:00:00 AM,90
1503960366,3/22/2016 11:00:00 AM,76
1503960366,3/22/2016 12:00:00 PM,78
1503960366,3/22/2016 1:00:00 PM,95
1503960366,3/22/2016 2:00:00 PM,134
1503960366,3/22/2016 3:00:00 PM,80
1503960366,3/22/2016 4:00:00 PM,71
1503960366,3/22/2016 5:00:00 PM,107
1503960366,3/22/2016 6:00:00 PM,109
1503960366,3/22/2016 7:00:00 PM,120
1503960366,3/22/2016 8:00:00 PM,83
1503960366,3/22/2016 9:00:00 PM,74
1503960366,3/22/2016 10:00:00 PM,265
1503960366,3/22/2016 11:00:00 PM,71
1503960366,3/23/2016 12:00:00 AM,53
1503960366,3/23/2016 1:00:00 AM,53
1503960366,3/23/2016 2:00:00 AM,54
1503960366,3/23/2016 3:00:00 AM,47
1503960366,3/23/2016 4:00:00 AM,47
1503960366,3/23/2016 5:00:00 AM,48
1503960366,3/23/2016 6:00:00 AM,48
1503960366,3/23/2016 7:00:00 AM,56
1503960366,3/23/2016 8:00:00 AM,89
1503960366,3/23/2016 9:00:00 AM,133
1503960366,3/23/2016 10:00:00 AM,85
1503960366,3/23/2016 11:00:00 AM,83
1503960366,3/23/2016 12:00:00 PM,81
1503960366,3/23/2016 1:00:00 PM,114
1503960366,3/23/2016 2:00:00 PM,176
1503960366,3/23/2016 3:00:00 PM,71
1503960366,3/23/2016 4:00:00 PM,81
1503960366,3/23/2016 5:00:00 PM,78
1503960366,3/23/2016 6:00:00 PM,70
1503960366,3/23/2016 7:00:00 PM,183
1503960366,3/23/2016 8:00:00 PM,113
1503960366,3/23/2016 9:00:00 PM,57
1503960366,3/23/2016 10:00:00 PM,65
1503960366,3/23/2016 11:00:00 PM,81
1503960366,3/24/2016 12:00:00 AM,82
1503960366,3/24/2016 1:00:00 AM,48
1503960366,3/24/2016 2:00:00 AM,50
1503960366,3/24/2016 3:00:00 AM,49
1503960366,3/24/2016 4:00:00 AM,47
1503960366,3/24/2016 5:00:00 AM,49
1503960366,3/24/2016 6:00:00 AM,48
1503960366,3/24/2016 7:00:00 AM,52
1503960366,3/24/2016 8:00:00 AM,100
1503960366,3/24/2016 9:00:00 AM,149
1503960366,3/24/2016 10:00:00 AM,66
1503960366,3/24/2016 11:00:00 AM,63
1503960366,3/24/2016 12:00:00 PM,115
1503960366,3/24/2016 1:00:00 PM,104
1503960366,3/24/2016 2:00:00 PM,123
1503960366,3/24/2016 3:00:00 PM,84
1503960366,3/24/2016 4:00:00 PM,84
1503960366,3/24/2016 5:00:00 PM,84
1503960366,3/24/2016 6:00:00 PM,61
1503960366,3/24/2016 7:00:00 PM,59
1503960366,3/24/2016 8:00:00 PM,225
1503960366,3/24/2016 9:00:00 PM,114
1503960366,3/24/2016 10:00:00 PM,64
1503960366,3/24/2016 11:00:00 PM,71
1503960366,3/25/2016 12:00:00 AM,53
1503960366,3/25/2016 1:00:00 AM,58
1503960366,3/25/2016 2:00:00 AM,49
1503960366,3/25/2016 3:00:00 AM,49
1503960366,3/25/2016 4:00:00 AM,48
1503960366,3/25/2016 5:00:00 AM,48
1503960366,3/25/2016 6:00:00 AM,48
1503960366,3/25/2016 7:00:00 AM,52
1503960366,3/25/2016 8:00:00 AM,90
1503960366,3/25/2016 9:00:00 AM,125
1503960366,3/25/2016 10:00:00 AM,76
1503960366,3/25/2016 11:00:00 AM,111
1503960366,3/25/2016 12:00:00 PM,61
1503960366,3/25/2016 1:00:00 PM,63
1503960366,3/25/2016 2:00:00 PM,77
1503960366,3/25/2016 3:00:00 PM,54
1503960366,3/25/2016 4:00:00 PM,82
1503960366,3/25/2016 5:00:00 PM,77
1503960366,3/25/2016 6:00:00 PM,70
1503960366,3/25/2016 7:00:00 PM,62
1503960366,3/25/2016 8:00:00 PM,171
1503960366,3/25/2016 9:00:00 PM,164
1503960366,3/25/2016 10:00:00 PM,69
1503960366,3/25/2016 11:00:00 PM,62
1503960366,3/26/2016 12:00:00 AM,53
1503960366,3/26/2016 1:00:00 AM,63
1503960366,3/26/2016 2:00:00 AM,47
1503960366,3/26/2016 3:00:00 AM,51
1503960366,3/26/2016 4:00:00 AM,48
1503960366,3/26/2016 5:00:00 AM,48
1503960366,3/26/2016 6:00:00 AM,48
1503960366,3/26/2016 7:00:00 AM,48
1503960366,3/26/2016 8:00:00 AM,48
1503960366,3/26/2016 9:00:00 AM,58
1503960366,3/26/2016 10:00:00 AM,82
1503960366,3/26/2016 11:00:00 AM,62
1503960366,3/26/2016 12:00:00 PM,69
1503960366,3/26/2016 1:00:00 PM,82
1503960366,3/26/2016 2:00:00 PM,92
1503960366,3/26/2016 3:00:00 PM,103
1503960366,3/26/2016 4:00:00 PM,304
1503960366,3/26/2016 5:00:00 PM,197
1503960366,3/26/2016 6:00:00 PM,226
1503960366,3/26/2016 7:00:00 PM,75
1503960366,3/26/2016 8:00:00 PM,71
1503960366,3/26/2016 9:00:00 PM,76
1503960366,3/26/2016 10:00:00 PM,110
1503960366,3/26/2016 11:00:00 PM,93
1503960366,3/27/2016 12:00:00 AM,52
1503960366,3/27/2016 1:00:00 AM,56
1503960366,3/27/2016 2:00:00 AM,47
1503960366,3/27/2016 3:00:00 AM,48
1503960366,3/27/2016 4:00:00 AM,47
1503960366,3/27/2016 5:00:00 AM,48
1503960366,3/27/2016 6:00:00 AM,49
1503960366,3/27/2016 7:00:00 AM,50
1503960366,3/27/2016 8:00:00 AM,48
1503960366,3/27/2016 9:00:00 AM,81
1503960366,3/27/2016 10:00:00 AM,299
1503960366,3/27/2016 11:00:00 AM,67
1503960366,3/27/2016 12:00:00 PM,61
1503960366,3/27/2016 1:00:00 PM,96
1503960366,3/27/2016 2:00:00 PM,95
1503960366,3/27/2016 3:00:00 PM,66
1503960366,3/27/2016 4:00:00 PM,61
1503960366,3/27/2016 5:00:00 PM,76
1503960366,3/27/2016 6:00:00 PM,92
1503960366,3/27/2016 7:00:00 PM,191
1503960366,3/27/2016 8:00:00 PM,84
1503960366,3/27/2016 9:00:00 PM,90
1503960366,3/27/2016 10:00:00 PM,76
1503960366,3/27/2016 11:00:00 PM,63
1503960366,3/28/2016 12:00:00 AM,63
1503960366,3/28/2016 1:00:00 AM,50
1503960366,3/28/2016 2:00:00 AM,47
1503960366,3/28/2016 3:00:00 AM,47
1503960366,3/28/2016 4:00:00 AM,47
1503960366,3/28/2016 5:00:00 AM,47
1503960366,3/28/2016 6:00:00 AM,47
1503960366,3/28/2016 7:00:00 AM,47
1503960366,3/28/2016 8:00:00 AM,55
1503960366,3/28/2016 9:00:00 AM,140
1503960366,3/28/2016 10:00:00 AM,68
1503960366,3/28/2016 11:00:00 AM,70
1503960366,3/28/2016 12:00:00 PM,69
1503960366,3/28/2016 1:00:00 PM,207
1503960366,3/28/2016 2:00:00 PM,105
1503960366,3/28/2016 3:00:00 PM,72
1503960366,3/28/2016 4:00:00 PM,68
1503960366,3/28/2016 5:00:00 PM,71
1503960366,3/28/2016 6:00:00 PM,78
1503960366,3/28/2016 7:00:00 PM,209
1503960366,3/28/2016 8:00:00 PM,99
1503960366,3/28/2016 9:00:00 PM,62
1503960366,3/28/2016 10:00:00 PM,69
1503960366,3/28/2016 11:00:00 PM,94
1503960366,3/29/2016 12:00:00 AM,51
1503960366,3/29/2016 1:00:00 AM,68
1503960366,3/29/2016 2:00:00 AM,50
1503960366,3/29/2016 3:00:00 AM,48
1503960366,3/29/2016 4:00:00 AM,47
1503960366,3/29/2016 5:00:00 AM,49
1503960366,3/29/2016 6:00:00 AM,49
1503960366,3/29/2016 7:00:00 AM,52
1503960366,3/29/2016 8:00:00 AM,65
1503960366,3/29/2016 9:00:00 AM,132
1503960366,3/29/2016 10:00:00 AM,84
1503960366,3/29/2016 11:00:00 AM,102
1503960366,3/29/2016 12:00:00 PM,62
1503960366,3/29/2016 1:00:00 PM,113
1503960366,3/29/2016 2:00:00 PM,65
1503960366,3/29/2016 3:00:00 PM,79
1503960366,3/29/2016 4:00:00 PM,80
1503960366,3/29/2016 5:00:00 PM,74
1503960366,3/29/2016 6:00:00 PM,90
1503960366,3/29/2016 7:00:00 PM,82
1503960366,3/29/2016 8:00:00 PM,214
1503960366,3/29/2016 9:00:00 PM,105
1503960366,3/29/2016 10:00:00 PM,47
1503960366,3/29/2016 11:00:00 PM,79
1503960366,3/30/2016 12:00:00 AM,47
1503960366,3/30/2016 1:00:00 AM,47
1503960366,3/30/2016 2:00:00 AM,47
1503960366,3/30/2016 3:00:00 AM,47
1503960366,3/30/2016 4:00:00 AM,47
1503960366,3/30/2016 5:00:00 AM,47
1503960366,3/30/2016 6:00:00 AM,47
1503960366,3/30/2016 7:00:00 AM,47
1503960366,3/30/2016 8:00:00 AM,49
1503960366,3/30/2016 9:00:00 AM,117
1503960366,3/30/2016 10:00:00 AM,74
1503960366,3/30/2016 11:00:00 AM,78
1503960366,3/30/2016 12:00:00 PM,152
1503960366,3/30/2016 1:00:00 PM,59
1503960366,3/30/2016 2:00:00 PM,77
1503960366,3/30/2016 3:00:00 PM,71
1503960366,3/30/2016 4:00:00 PM,62
1503960366,3/30/2016 5:00:00 PM,58
1503960366,3/30/2016 6:00:00 PM,175
1503960366,3/30/2016 7:00:00 PM,128
1503960366,3/30/2016 8:00:00 PM,120
1503960366,3/30/2016 9:00:00 PM,94
1503960366,3/30/2016 10:00:00 PM,55
1503960366,3/30/2016 11:00:00 PM,74
1503960366,3/31/2016 12:00:00 AM,65
1503960366,3/31/2016 1:00:00 AM,47
1503960366,3/31/2016 2:00:00 AM,59
1503960366,3/31/2016 3:00:00 AM,48
1503960366,3/31/2016 4:00:00 AM,48
1503960366,3/31/2016 5:00:00 AM,48
1503960366,3/31/2016 6:00:00 AM,47
1503960366,3/31/2016 7:00:00 AM,53
1503960366,3/31/2016 8:00:00 AM,63
1503960366,3/31/2016 9:00:00 AM,135
1503960366,3/31/2016 10:00:00 AM,76
1503960366,3/31/2016 11:00:00 AM,59
1503960366,3/31/2016 12:00:00 PM,74
1503960366,3/31/2016 1:00:00 PM,79
1503960366,3/31/2016 2:00:00 PM,92
1503960366,3/31/2016 3:00:00 PM,107
1503960366,3/31/2016 4:00:00 PM,65
1503960366,3/31/2016 5:00:00 PM,68
1503960366,3/31/2016 6:00:00 PM,69
1503960366,3/31/2016 7:00:00 PM,66
1503960366,3/31/2016 8:00:00 PM,124
1503960366,3/31/2016 9:00:00 PM,109
1503960366,3/31/2016 10:00:00 PM,81
1503960366,3/31/2016 11:00:00 PM,208
1503960366,4/1/2016 12:00:00 AM,57
1503960366,4/1/2016 1:00:00 AM,52
1503960366,4/1/2016 2:00:00 AM,53
1503960366,4/1/2016 3:00:00 AM,56
1503960366,4/1/2016 4:00:00 AM,47
1503960366,4/1/2016 5:00:00 AM,47
1503960366,4/1/2016 6:00:00 AM,47
1503960366,4/1/2016 7:00:00 AM,53
1503960366,4/1/2016 8:00:00 AM,71
1503960366,4/1/2016 9:00:00 AM,70
1503960366,4/1/2016 10:00:00 AM,60
1503960366,4/1/2016 11:00:00 AM,58
1503960366,4/1/2016 12:00:00 PM,55
1503960366,4/1/2016 1:00:00 PM,52
1503960366,4/1/2016 2:00:00 PM,68
1503960366,4/1/2016 3:00:00 PM,66
1503960366,4/1/2016 4:00:00 PM,76
1503960366,4/1/2016 5:00:00 PM,56
1503960366,4/1/2016 6:00:00 PM,65
1503960366,4/1/2016 7:00:00 PM,55
1503960366,4/1/2016 8:00:00 PM,172
1503960366,4/1/2016 9:00:00 PM,186
1503960366,4/1/2016 10:00:00 PM,224
1503960366,4/1/2016 11:00:00 PM,119
1503960366,4/2/2016 12:00:00 AM,69
1503960366,4/2/2016 1:00:00 AM,47
1503960366,4/2/2016 2:00:00 AM,48
1503960366,4/2/2016 3:00:00 AM,58
1503960366,4/2/2016 4:00:00 AM,48
1503960366,4/2/2016 5:00:00 AM,49
1503960366,4/2/2016 6:00:00 AM,48
1503960366,4/2/2016 7:00:00 AM,56
1503960366,4/2/2016 8:00:00 AM,52
1503960366,4/2/2016 9:00:00 AM,58
1503960366,4/2/2016 10:00:00 AM,57
1503960366,4/2/2016 11:00:00 AM,76
1503960366,4/2/2016 12:00:00 PM,55
1503960366,4/2/2016 1:00:00 PM,87
1503960366,4/2/2016 2:00:00 PM,60
1503960366,4/2/2016 3:00:00 PM,77
1503960366,4/2/2016 4:00:00 PM,95
1503960366,4/2/2016 5:00:00 PM,70
1503960366,4/2/2016 6:00:00 PM,59
1503960366,4/2/2016 7:00:00 PM,214
1503960366,4/2/2016 8:00:00 PM,142
1503960366,4/2/2016 9:00:00 PM,91
1503960366,4/2/2016 10:00:00 PM,100
1503960366,4/2/2016 11:00:00 PM,128
1503960366,4/3/2016 12:00:00 AM,70
1503960366,4/3/2016 1:00:00 AM,51
1503960366,4/3/2016 2:00:00 AM,55
1503960366,4/3/2016 3:00:00 AM,52
1503960366,4/3/2016 4:00:00 AM,49
1503960366,4/3/2016 5:00:00 AM,49
1503960366,4/3/2016 6:00:00 AM,48
1503960366,4/3/2016 7:00:00 AM,48
1503960366,4/3/2016 8:00:00 AM,48
1503960366,4/3/2016 9:00:00 AM,60
1503960366,4/3/2016 10:00:00 AM,140
1503960366,4/3/2016 11:00:00 AM,86
1503960366,4/3/2016 12:00:00 PM,96
1503960366,4/3/2016 1:00:00 PM,106
1503960366,4/3/2016 2:00:00 PM,55
1503960366,4/3/2016 3:00:00 PM,97
1503960366,4/3/2016 4:00:00 PM,62
1503960366,4/3/2016 5:00:00 PM,77
1503960366,4/3/2016 6:00:00 PM,73
1503960366,4/3/2016 7:00:00 PM,81
1503960366,4/3/2016 8:00:00 PM,79
1503960366,4/3/2016 9:00:00 PM,84
1503960366,4/3/2016 10:00:00 PM,75
1503960366,4/3/2016 11:00:00 PM,210
1503960366,4/4/2016 12:00:00 AM,63
1503960366,4/4/2016 1:00:00 AM,53
1503960366,4/4/2016 2:00:00 AM,52
1503960366,4/4/2016 3:00:00 AM,49
1503960366,4/4/2016 4:00:00 AM,47
1503960366,4/4/2016 5:00:00 AM,50
1503960366,4/4/2016 6:00:00 AM,48
1503960366,4/4/2016 7:00:00 AM,52
1503960366,4/4/2016 8:00:00 AM,83
1503960366,4/4/2016 9:00:00 AM,148
1503960366,4/4/2016 10:00:00 AM,79
1503960366,4/4/2016 11:00:00 AM,73
1503960366,4/4/2016 12:00:00 PM,147
1503960366,4/4/2016 1:00:00 PM,71
1503960366,4/4/2016 2:00:00 PM,83
1503960366,4/4/2016 3:00:00 PM,70
1503960366,4/4/2016 4:00:00 PM,67
1503960366,4/4/2016 5:00:00 PM,104
1503960366,4/4/2016 6:00:00 PM,127
1503960366,4/4/2016 7:00:00 PM,174
1503960366,4/4/2016 8:00:00 PM,133
1503960366,4/4/2016 9:00:00 PM,89
1503960366,4/4/2016 10:00:00 PM,66
1503960366,4/4/2016 11:00:00 PM,109
1503960366,4/5/2016 12:00:00 AM,73
1503960366,4/5/2016 1:00:00 AM,55
1503960366,4/5/2016 2:00:00 AM,71
1503960366,4/5/2016 3:00:00 AM,52
1503960366,4/5/2016 4:00:00 AM,47
1503960366,4/5/2016 5:00:00 AM,48
1503960366,4/5/2016 6:00:00 AM,48
1503960366,4/5/2016 7:00:00 AM,50
1503960366,4/5/2016 8:00:00 AM,66
1503960366,4/5/2016 9:00:00 AM,141
1503960366,4/5/2016 10:00:00 AM,73
1503960366,4/5/2016 11:00:00 AM,74
1503960366,4/5/2016 12:00:00 PM,71
1503960366,4/5/2016 1:00:00 PM,178
1503960366,4/5/2016 2:00:00 PM,131
1503960366,4/5/2016 3:00:00 PM,107
1503960366,4/5/2016 4:00:00 PM,85
1503960366,4/5/2016 5:00:00 PM,89
1503960366,4/5/2016 6:00:00 PM,136
1503960366,4/5/2016 7:00:00 PM,83
1503960366,4/5/2016 8:00:00 PM,161
1503960366,4/5/2016 9:00:00 PM,82
1503960366,4/5/2016 10:00:00 PM,65
1503960366,4/5/2016 11:00:00 PM,95
1503960366,4/6/2016 12:00:00 AM,61
1503960366,4/6/2016 1:00:00 AM,53
1503960366,4/6/2016 2:00:00 AM,52
1503960366,4/6/2016 3:00:00 AM,47
1503960366,4/6/2016 4:00:00 AM,47
1503960366,4/6/2016 5:00:00 AM,47
1503960366,4/6/2016 6:00:00 AM,47
